date,product_id,competitor_price,competitor_promo
2026-05-01,P008,370.27,满减
2026-05-02,P001,174.08,满减
2026-05-02,P002,302.58,无
2026-05-02,P003,133.88,平台券
2026-05-02,P004,139.82,满减
2026-05-02,P005,83.04,平台券
2026-05-02,P006,77.83,平台券
2026-05-02,P007,275.75,平台券
2026-05-02,P008,352.09,满减
2026-05-03,P001,215.46,平台券
2026-05-03,P002,311.72,平台券
2026-05-03,P003,151.37,满减
2026-05-03,P004,125.3,平台券
2026-05-03,P005,90.79,满减
2026-05-03,P006,76.6,平台券
2026-05-03,P007,257.39,满减
2026-05-03,P008,401.72,平台券
2026-05-04,P001,184.66,满减
2026-05-04,P002,319.8,满减
2026-05-04,P003,145.4,满减
2026-05-04,P004,119.63,平台券
2026-05-04,P005,79.07,无
2026-05-04,P006,71.74,无
2026-05-04,P007,233.81,满减
2026-05-04,P008,392.88,满减
2026-05-05,P001,212.66,满减
2026-05-05,P002,342.96,无
2026-05-05,P003,132.76,无
2026-05-05,P004,119.58,满减
2026-05-05,P005,98.38,平台券
2026-05-05,P006,74.05,满减
2026-05-05,P007,232.64,满减
2026-05-05,P008,394.11,满减
2026-05-06,P001,204.19,平台券
2026-05-06,P002,351.43,满减
2026-05-06,P003,149.99,满减
2026-05-06,P004,141.04,平台券
2026-05-06,P005,85.07,平台券
2026-05-06,P006,71.95,满减
2026-05-06,P007,261.93,无
2026-05-06,P008,363.98,满减
2026-05-07,P001,200.04,无
2026-05-07,P002,342.01,满减
2026-05-07,P003,140.45,无
2026-05-07,P004,130.63,平台券
2026-05-07,P005,92.34,满减
2026-05-07,P006,76.19,平台券
2026-05-07,P007,248.35,无
2026-05-07,P008,374.74,无
2026-05-08,P001,181.14,无
2026-05-08,P002,290.91,平台券
2026-05-08,P003,138.0,平台券
2026-05-08,P004,125.55,无
2026-05-08,P005,95.08,无
2026-05-08,P006,84.24,无
2026-05-08,P007,229.44,满减
2026-05-08,P008,419.87,无
2026-05-09,P001,202.36,满减
2026-05-09,P002,293.5,满减
2026-05-09,P003,142.74,无
2026-05-09,P004,136.12,平台券
2026-05-09,P005,90.13,无
2026-05-09,P006,83.08,满减
2026-05-09,P007,277.66,无
2026-05-09,P008,440.29,无
2026-05-10,P001,178.08,平台券
2026-05-10,P002,293.26,无
2026-05-10,P003,135.28,平台券
2026-05-10,P004,135.34,满减
2026-05-10,P005,94.18,平台券
2026-05-10,P006,77.76,无
2026-05-10,P007,237.87,平台券
2026-05-10,P008,402.54,无
2026-05-11,P001,188.37,无
2026-05-11,P002,363.74,平台券
2026-05-11,P003,147.61,满减
2026-05-11,P004,135.66,平台券
2026-05-11,P005,85.92,平台券
2026-05-11,P006,84.71,无
2026-05-11,P007,284.6,平台券
2026-05-11,P008,439.89,满减
2026-05-12,P001,213.41,无
2026-05-12,P002,299.52,满减
2026-05-12,P003,155.12,满减
2026-05-12,P004,112.51,平台券
2026-05-12,P005,80.69,无
2026-05-12,P006,83.92,无
2026-05-12,P007,251.25,满减
2026-05-12,P008,403.22,满减
2026-05-13,P001,197.91,平台券
2026-05-13,P002,304.92,平台券
2026-05-13,P003,130.04,平台券
2026-05-13,P004,139.46,无
2026-05-13,P005,78.32,平台券
2026-05-13,P006,78.6,平台券
2026-05-13,P007,228.89,满减
2026-05-13,P008,405.1,平台券
2026-05-14,P001,197.68,满减
2026-05-14,P002,355.89,无
2026-05-14,P003,143.48,满减
2026-05-14,P004,122.55,无
2026-05-14,P005,97.21,无
2026-05-14,P006,73.95,满减
2026-05-14,P007,227.54,无
2026-05-14,P008,410.63,无
2026-05-15,P001,218.73,满减
2026-05-15,P002,334.37,满减
2026-05-15,P003,146.09,满减
2026-05-15,P004,131.58,无
2026-05-15,P005,93.18,无
2026-05-15,P006,74.68,平台券
2026-05-15,P007,247.39,满减
2026-05-15,P008,366.44,满减
2026-05-16,P001,215.71,平台券
2026-05-16,P002,318.8,无
2026-05-16,P003,134.74,平台券
2026-05-16,P004,128.5,无
2026-05-16,P005,95.72,无
2026-05-16,P006,76.46,平台券
2026-05-16,P007,240.86,平台券
2026-05-16,P008,396.61,满减
2026-05-17,P001,189.55,平台券
2026-05-17,P002,328.98,平台券
2026-05-17,P003,131.04,无
2026-05-17,P004,126.57,满减
2026-05-17,P005,89.02,无
2026-05-17,P006,85.66,满减
2026-05-17,P007,244.33,满减
2026-05-17,P008,421.3,平台券
2026-05-18,P001,208.1,平台券
2026-05-18,P002,309.22,满减
2026-05-18,P003,145.92,满减
2026-05-18,P004,117.67,无
2026-05-18,P005,84.2,无
2026-05-18,P006,75.04,满减
2026-05-18,P007,281.18,无
2026-05-18,P008,416.64,满减
2026-05-19,P001,200.44,平台券
2026-05-19,P002,293.06,无
2026-05-19,P003,138.84,满减
2026-05-19,P004,137.44,满减
2026-05-19,P005,89.46,平台券
2026-05-19,P006,73.72,无
2026-05-19,P007,289.14,平台券
2026-05-19,P008,434.25,满减
2026-05-20,P001,213.19,无
2026-05-20,P002,353.06,平台券
2026-05-20,P003,145.88,平台券
2026-05-20,P004,127.52,平台券
2026-05-20,P005,82.76,满减
2026-05-20,P006,74.72,无
2026-05-20,P007,267.86,平台券
2026-05-20,P008,382.29,平台券
2026-05-21,P001,220.98,平台券
2026-05-21,P002,358.52,满减
2026-05-21,P003,128.58,平台券
2026-05-21,P004,111.58,平台券
2026-05-21,P005,77.81,满减
2026-05-21,P006,76.28,平台券
2026-05-21,P007,269.36,满减
2026-05-21,P008,430.05,平台券
2026-05-22,P001,215.34,无
2026-05-22,P002,309.88,平台券
2026-05-22,P003,135.96,平台券
2026-05-22,P004,118.8,平台券
2026-05-22,P005,95.47,满减
2026-05-22,P006,75.04,无
2026-05-22,P007,233.74,满减
2026-05-22,P008,377.45,无
2026-05-23,P001,175.57,平台券
2026-05-23,P002,342.17,满减
2026-05-23,P003,137.17,满减
2026-05-23,P004,130.66,平台券
2026-05-23,P005,97.27,无
2026-05-23,P006,87.05,满减
2026-05-23,P007,240.23,无
2026-05-23,P008,415.05,满减
2026-05-24,P001,199.02,满减
2026-05-24,P002,366.89,无
2026-05-24,P003,158.9,满减
2026-05-24,P004,122.35,平台券
2026-05-24,P005,90.11,平台券
2026-05-24,P006,81.88,无
2026-05-24,P007,236.44,无
2026-05-24,P008,418.51,满减
2026-05-25,P001,218.21,无
2026-05-25,P002,292.93,平台券
2026-05-25,P003,162.16,平台券
2026-05-25,P004,128.28,平台券
2026-05-25,P005,93.59,无
2026-05-25,P006,86.5,无
2026-05-25,P007,278.53,满减
2026-05-25,P008,392.64,无
2026-05-26,P001,222.56,无
2026-05-26,P002,336.53,无
2026-05-26,P003,149.17,平台券
2026-05-26,P004,136.8,平台券
2026-05-26,P005,79.58,平台券
2026-05-26,P006,74.42,无
2026-05-26,P007,280.93,无
2026-05-26,P008,352.96,满减
2026-05-27,P001,179.06,满减
2026-05-27,P002,331.41,无
2026-05-27,P003,140.15,满减
2026-05-27,P004,121.74,满减
2026-05-27,P005,93.32,无
2026-05-27,P006,74.91,无
2026-05-27,P007,252.56,平台券
2026-05-27,P008,429.47,平台券
2026-05-28,P001,173.86,无
2026-05-28,P002,283.07,满减
2026-05-28,P003,158.02,平台券
2026-05-28,P004,115.31,平台券
2026-05-28,P005,77.55,平台券
2026-05-28,P006,77.68,平台券
2026-05-28,P007,228.48,平台券
2026-05-28,P008,430.5,满减
2026-05-29,P001,216.88,平台券
2026-05-29,P002,321.47,平台券
2026-05-29,P003,157.46,满减
2026-05-29,P004,131.72,无
2026-05-29,P005,93.44,无
2026-05-29,P006,87.65,无
2026-05-29,P007,261.96,满减
2026-05-29,P008,357.03,平台券
2026-05-30,P001,200.72,满减
2026-05-30,P002,297.72,平台券
2026-05-30,P003,141.77,满减
2026-05-30,P004,113.35,无
2026-05-30,P005,84.85,平台券
2026-05-30,P006,76.9,平台券
2026-05-30,P007,239.94,无
2026-05-30,P008,365.4,无
2026-05-31,P001,207.36,无
2026-05-31,P002,330.14,无
2026-05-31,P003,151.93,无
2026-05-31,P004,111.12,平台券
2026-05-31,P005,82.1,满减
2026-05-31,P006,78.18,平台券
2026-05-31,P007,267.47,平台券
2026-05-31,P008,438.85,满减
2026-06-01,P001,212.41,满减
2026-06-01,P002,328.83,无
2026-06-01,P003,145.56,无
2026-06-01,P004,120.69,无
2026-06-01,P005,94.69,平台券
2026-06-01,P006,82.92,无
2026-06-01,P007,271.76,满减
2026-06-01,P008,359.81,满减
2026-06-02,P001,204.21,满减
2026-06-02,P002,348.8,满减
2026-06-02,P003,141.08,平台券
2026-06-02,P004,122.14,满减
2026-06-02,P005,81.98,平台券
2026-06-02,P006,78.21,无
2026-06-02,P007,264.06,平台券
2026-06-02,P008,423.16,满减
2026-06-03,P001,198.09,无
2026-06-03,P002,298.41,无
2026-06-03,P003,153.46,无
2026-06-03,P004,114.13,平台券
2026-06-03,P005,92.54,满减
2026-06-03,P006,78.67,满减
2026-06-03,P007,256.5,无
2026-06-03,P008,347.19,无
2026-06-04,P001,180.16,平台券
2026-06-04,P002,320.14,平台券
2026-06-04,P003,137.65,满减
2026-06-04,P004,115.73,平台券
2026-06-04,P005,82.14,无
2026-06-04,P006,86.04,满减
2026-06-04,P007,264.84,无
2026-06-04,P008,446.1,无
2026-06-05,P001,173.56,满减
2026-06-05,P002,362.27,满减
2026-06-05,P003,134.54,无
2026-06-05,P004,137.58,无
2026-06-05,P005,80.74,无
2026-06-05,P006,72.54,平台券
2026-06-05,P007,246.77,满减
2026-06-05,P008,437.66,满减
2026-06-06,P001,187.97,满减
2026-06-06,P002,288.3,无
2026-06-06,P003,147.17,满减
2026-06-06,P004,138.66,满减
2026-06-06,P005,89.88,平台券
2026-06-06,P006,70.12,满减
2026-06-06,P007,254.22,无
2026-06-06,P008,396.93,平台券
2026-06-07,P001,211.24,平台券
2026-06-07,P002,284.91,满减
2026-06-07,P003,142.27,满减
2026-06-07,P004,119.71,满减
2026-06-07,P005,82.95,平台券
2026-06-07,P006,70.81,无
2026-06-07,P007,223.59,无
2026-06-07,P008,396.06,无
2026-06-08,P001,192.75,平台券
2026-06-08,P002,349.29,平台券
2026-06-08,P003,155.19,平台券
2026-06-08,P004,118.21,无
2026-06-08,P005,99.02,平台券
2026-06-08,P006,85.65,平台券
2026-06-08,P007,274.74,满减
2026-06-08,P008,358.61,满减
2026-06-09,P001,219.49,满减
2026-06-09,P002,319.2,平台券
2026-06-09,P003,129.28,无
2026-06-09,P004,114.94,无
2026-06-09,P005,93.47,平台券
2026-06-09,P006,70.79,无
2026-06-09,P007,273.13,平台券
2026-06-09,P008,347.05,无
2026-06-10,P001,200.06,平台券
2026-06-10,P002,319.84,无
2026-06-10,P003,132.13,平台券
2026-06-10,P004,140.69,平台券
2026-06-10,P005,92.03,平台券
2026-06-10,P006,74.74,无
2026-06-10,P007,236.21,无
2026-06-10,P008,349.92,平台券
2026-06-11,P001,189.79,平台券
2026-06-11,P002,315.67,无
2026-06-11,P003,147.52,满减
2026-06-11,P004,125.27,无
2026-06-11,P005,81.54,满减
2026-06-11,P006,82.59,满减
2026-06-11,P007,278.97,平台券
2026-06-11,P008,381.42,平台券
2026-06-12,P001,184.32,满减
2026-06-12,P002,348.28,平台券
2026-06-12,P003,138.86,满减
2026-06-12,P004,137.94,满减
2026-06-12,P005,94.83,无
2026-06-12,P006,86.04,无
2026-06-12,P007,284.07,无
2026-06-12,P008,355.33,满减
2026-06-13,P001,177.28,无
2026-06-13,P002,366.13,无
2026-06-13,P003,142.52,平台券
2026-06-13,P004,137.18,平台券
2026-06-13,P005,88.93,满减
2026-06-13,P006,84.69,无
2026-06-13,P007,233.52,平台券
2026-06-13,P008,376.69,无
2026-06-14,P001,177.75,无
2026-06-14,P002,328.07,无
2026-06-14,P003,141.57,无
2026-06-14,P004,138.32,平台券
2026-06-14,P005,77.28,满减
2026-06-14,P006,84.21,满减
2026-06-14,P007,268.24,平台券
2026-06-14,P008,429.62,平台券
2026-06-15,P001,206.65,无
2026-06-15,P002,341.07,平台券
2026-06-15,P003,152.08,无
2026-06-15,P004,134.2,无
2026-06-15,P005,78.54,满减
2026-06-15,P006,80.56,平台券
2026-06-15,P007,254.33,无
2026-06-15,P008,343.29,平台券
2026-06-16,P001,195.62,无
2026-06-16,P002,329.55,平台券
2026-06-16,P003,133.32,满减
2026-06-16,P004,125.22,平台券
2026-06-16,P005,87.15,平台券
2026-06-16,P006,86.47,平台券
2026-06-16,P007,257.04,平台券
2026-06-16,P008,399.52,满减
2026-06-17,P001,204.74,平台券
2026-06-17,P002,354.11,满减
2026-06-17,P003,130.88,满减
2026-06-17,P004,121.26,平台券
2026-06-17,P005,85.61,满减
2026-06-17,P006,68.09,满减
2026-06-17,P007,253.66,平台券
2026-06-17,P008,383.97,平台券
2026-06-18,P001,207.95,满减
2026-06-18,P002,344.33,无
2026-06-18,P003,140.48,满减
2026-06-18,P004,141.16,满减
2026-06-18,P005,86.84,满减
2026-06-18,P006,73.46,无
2026-06-18,P007,282.37,满减
2026-06-18,P008,388.11,平台券
2026-06-19,P001,211.79,平台券
2026-06-19,P002,310.18,平台券
2026-06-19,P003,130.73,平台券
2026-06-19,P004,143.98,满减
2026-06-19,P005,86.43,无
2026-06-19,P006,88.08,平台券
2026-06-19,P007,274.37,无
2026-06-19,P008,345.53,平台券
2026-06-20,P001,181.35,平台券
2026-06-20,P002,356.17,满减
2026-06-20,P003,145.83,满减
2026-06-20,P004,141.85,无
2026-06-20,P005,83.19,无
2026-06-20,P006,85.22,无
2026-06-20,P007,276.73,满减
2026-06-20,P008,379.53,无
2026-06-21,P001,188.11,无
2026-06-21,P002,365.93,满减
2026-06-21,P003,144.25,满减
2026-06-21,P004,117.96,无
2026-06-21,P005,83.79,平台券
2026-06-21,P006,73.98,满减
2026-06-21,P007,281.34,平台券
2026-06-21,P008,433.81,平台券
2026-06-22,P001,176.9,无
2026-06-22,P002,311.69,平台券
2026-06-22,P003,137.67,平台券
2026-06-22,P004,121.96,满减
2026-06-22,P005,95.98,满减
2026-06-22,P006,79.7,平台券
2026-06-22,P007,265.31,平台券
2026-06-22,P008,409.53,平台券
2026-06-23,P001,197.28,满减
2026-06-23,P002,329.94,无
2026-06-23,P003,131.99,无
2026-06-23,P004,127.48,平台券
2026-06-23,P005,93.41,满减
2026-06-23,P006,80.38,无
2026-06-23,P007,225.35,满减
2026-06-23,P008,433.32,无
2026-06-24,P001,171.82,满减
2026-06-24,P002,306.59,平台券
2026-06-24,P003,136.37,平台券
2026-06-24,P004,120.23,平台券
2026-06-24,P005,84.49,满减
2026-06-24,P006,83.21,无
2026-06-24,P007,272.49,满减
2026-06-24,P008,395.64,满减
2026-06-25,P001,196.69,满减
2026-06-25,P002,295.46,平台券
2026-06-25,P003,144.76,无
2026-06-25,P004,118.42,平台券
2026-06-25,P005,85.6,满减
2026-06-25,P006,69.75,平台券
2026-06-25,P007,282.99,平台券
2026-06-25,P008,405.39,满减
2026-06-26,P001,184.01,平台券
2026-06-26,P002,284.19,无
2026-06-26,P003,157.94,平台券
2026-06-26,P004,122.72,无
2026-06-26,P005,89.84,无
2026-06-26,P006,87.28,平台券
2026-06-26,P007,269.0,满减
2026-06-26,P008,370.52,满减
2026-06-27,P001,188.17,满减
2026-06-27,P002,294.25,无
2026-06-27,P003,151.55,平台券
2026-06-27,P004,118.0,满减
2026-06-27,P005,87.15,满减
2026-06-27,P006,82.99,平台券
2026-06-27,P007,259.33,满减
2026-06-27,P008,363.08,满减
2026-06-28,P001,183.7,满减
2026-06-28,P002,293.26,无
2026-06-28,P003,156.38,平台券
2026-06-28,P004,139.36,平台券
2026-06-28,P005,77.67,平台券
2026-06-28,P006,83.19,平台券
2026-06-28,P007,277.46,无
2026-06-28,P008,392.08,平台券
2026-06-29,P001,210.61,平台券
2026-06-29,P002,350.59,满减
2026-06-29,P003,150.1,无
2026-06-29,P004,114.74,无
2026-06-29,P005,84.37,无
2026-06-29,P006,73.17,满减
2026-06-29,P007,241.21,平台券
2026-06-29,P008,354.32,无
2026-06-30,P001,199.2,平台券
2026-06-30,P002,296.6,平台券
2026-06-30,P003,131.3,满减
2026-06-30,P004,126.65,无
2026-06-30,P005,80.92,满减
2026-06-30,P006,76.41,无
2026-06-30,P007,240.25,无
2026-06-30,P008,400.39,无
2026-07-01,P001,196.93,平台券
2026-07-01,P002,336.69,平台券
2026-07-01,P003,143.89,满减
2026-07-01,P004,142.4,满减
2026-07-01,P005,83.17,平台券
2026-07-01,P006,72.83,无
2026-07-01,P007,260.74,无
2026-07-01,P008,399.19,无
2026-07-02,P001,210.47,满减
2026-07-02,P002,343.15,满减
2026-07-02,P003,130.95,平台券
2026-07-02,P004,131.57,平台券
2026-07-02,P005,88.54,平台券
2026-07-02,P006,85.2,无
2026-07-02,P007,281.25,无
2026-07-02,P008,343.85,满减
2026-07-03,P001,173.46,平台券
2026-07-03,P002,300.48,满减
2026-07-03,P003,145.86,无
2026-07-03,P004,141.73,满减
2026-07-03,P005,92.37,无
2026-07-03,P006,84.87,满减
2026-07-03,P007,285.73,平台券
2026-07-03,P008,438.6,满减
2026-07-04,P001,199.35,无
2026-07-04,P002,304.05,无
2026-07-04,P003,132.31,无
2026-07-04,P004,137.95,满减
2026-07-04,P005,78.02,平台券
2026-07-04,P006,73.1,满减
2026-07-04,P007,267.22,满减
2026-07-04,P008,371.46,满减
2026-07-05,P001,211.28,满减
2026-07-05,P002,362.94,无
2026-07-05,P003,143.97,平台券
2026-07-05,P004,119.03,平台券
2026-07-05,P005,97.25,无
2026-07-05,P006,72.54,无
2026-07-05,P007,270.86,满减
2026-07-05,P008,441.77,平台券
2026-07-06,P001,211.16,平台券
2026-07-06,P002,341.83,满减
2026-07-06,P003,149.63,满减
2026-07-06,P004,135.54,平台券
2026-07-06,P005,95.79,满减
2026-07-06,P006,87.6,满减
2026-07-06,P007,228.89,满减
2026-07-06,P008,443.55,平台券
2026-07-07,P001,200.14,平台券
2026-07-07,P002,359.39,无
2026-07-07,P003,148.46,满减
2026-07-07,P004,127.32,无
2026-07-07,P005,96.28,满减
2026-07-07,P006,86.66,无
2026-07-07,P007,251.63,平台券
2026-07-07,P008,421.25,无
2026-07-08,P001,208.98,满减
2026-07-08,P002,365.54,无
2026-07-08,P003,162.92,平台券
2026-07-08,P004,112.01,无
2026-07-08,P005,86.12,平台券
2026-07-08,P006,80.35,平台券
2026-07-08,P007,255.71,满减
2026-07-08,P008,420.34,平台券
2026-07-09,P001,214.0,平台券
2026-07-09,P002,321.72,无
2026-07-09,P003,153.61,满减
2026-07-09,P004,112.22,满减
2026-07-09,P005,98.99,满减
2026-07-09,P006,72.49,无
2026-07-09,P007,284.96,平台券
2026-07-09,P008,432.19,满减
2026-07-10,P001,194.72,平台券
2026-07-10,P002,285.72,满减
2026-07-10,P003,153.26,无
2026-07-10,P004,120.13,满减
2026-07-10,P005,83.5,平台券
2026-07-10,P006,80.24,无
2026-07-10,P007,236.12,平台券
2026-07-10,P008,383.89,平台券
2026-07-11,P001,193.69,无
2026-07-11,P002,285.58,平台券
2026-07-11,P003,151.13,平台券
2026-07-11,P004,132.06,满减
2026-07-11,P005,94.86,平台券
2026-07-11,P006,79.43,满减
2026-07-11,P007,223.69,无
2026-07-11,P008,360.66,无
2026-07-12,P001,196.79,满减
2026-07-12,P002,328.06,无
2026-07-12,P003,130.78,无
2026-07-12,P004,125.46,平台券
2026-07-12,P005,85.35,满减
2026-07-12,P006,69.17,无
2026-07-12,P007,263.68,满减
2026-07-12,P008,419.55,无
2026-07-13,P001,222.61,平台券
2026-07-13,P002,298.51,平台券
2026-07-13,P003,140.51,满减
2026-07-13,P004,143.8,无
2026-07-13,P005,91.13,无
2026-07-13,P006,87.6,满减
2026-07-13,P007,229.16,无
2026-07-13,P008,416.44,平台券
2026-07-14,P001,222.62,平台券
2026-07-14,P002,343.72,平台券
2026-07-14,P003,165.23,平台券
2026-07-14,P004,128.47,平台券
2026-07-14,P005,95.75,满减
2026-07-14,P006,80.32,无
2026-07-14,P007,263.11,平台券
2026-07-14,P008,367.21,满减
2026-07-15,P001,183.38,平台券
2026-07-15,P002,343.84,无
2026-07-15,P003,155.4,平台券
2026-07-15,P004,135.76,平台券
2026-07-15,P005,81.26,平台券
2026-07-15,P006,76.34,无
2026-07-15,P007,240.13,平台券
2026-07-15,P008,371.19,平台券
