date,campaign_id,product_id,channel,spend,attributed_gmv,clicks
2026-04-22,AD-P008,P008,搜索,272.48,458.76,152
2026-04-23,AD-P001,P001,内容种草,138.73,274.71,664
2026-04-23,AD-P002,P002,搜索,158.56,304.29,566
2026-04-23,AD-P003,P003,内容种草,153.18,351.12,269
2026-04-23,AD-P004,P004,搜索,167.27,321.61,251
2026-04-23,AD-P005,P005,搜索,221.65,500.53,263
2026-04-23,AD-P006,P006,搜索,232.67,524.81,214
2026-04-23,AD-P007,P007,内容种草,228.07,636.94,254
2026-04-23,AD-P008,P008,信息流,260.4,468.25,229
2026-04-24,AD-P001,P001,信息流,140.75,387.54,274
2026-04-24,AD-P002,P002,搜索,161.19,373.45,274
2026-04-24,AD-P003,P003,信息流,165.28,497.08,494
2026-04-24,AD-P004,P004,信息流,173.95,499.1,336
2026-04-24,AD-P005,P005,内容种草,175.36,434.85,490
2026-04-24,AD-P006,P006,搜索,238.91,485.05,187
2026-04-24,AD-P007,P007,搜索,254.16,488.04,278
2026-04-24,AD-P008,P008,搜索,246.21,407.08,161
2026-04-25,AD-P001,P001,内容种草,132.0,336.71,491
2026-04-25,AD-P002,P002,搜索,142.15,428.59,640
2026-04-25,AD-P003,P003,内容种草,149.93,301.38,393
2026-04-25,AD-P004,P004,信息流,178.58,366.96,411
2026-04-25,AD-P005,P005,内容种草,187.71,358.02,330
2026-04-25,AD-P006,P006,信息流,205.32,466.72,333
2026-04-25,AD-P007,P007,信息流,255.59,782.29,373
2026-04-25,AD-P008,P008,信息流,239.51,488.39,187
2026-04-26,AD-P001,P001,搜索,126.84,391.3,580
2026-04-26,AD-P002,P002,内容种草,138.76,416.8,406
2026-04-26,AD-P003,P003,信息流,173.32,532.97,298
2026-04-26,AD-P004,P004,信息流,179.26,495.37,429
2026-04-26,AD-P005,P005,信息流,173.2,517.41,282
2026-04-26,AD-P006,P006,信息流,207.35,429.14,201
2026-04-26,AD-P007,P007,内容种草,250.93,671.88,312
2026-04-26,AD-P008,P008,搜索,234.58,567.25,332
2026-04-27,AD-P001,P001,搜索,140.54,378.32,424
2026-04-27,AD-P002,P002,内容种草,163.24,417.98,471
2026-04-27,AD-P003,P003,内容种草,146.6,447.11,350
2026-04-27,AD-P004,P004,内容种草,179.68,434.33,391
2026-04-27,AD-P005,P005,搜索,208.29,573.49,419
2026-04-27,AD-P006,P006,信息流,198.72,481.44,462
2026-04-27,AD-P007,P007,搜索,252.84,548.69,202
2026-04-27,AD-P008,P008,内容种草,256.26,703.72,155
2026-04-28,AD-P001,P001,信息流,113.45,279.87,364
2026-04-28,AD-P002,P002,内容种草,135.46,327.75,453
2026-04-28,AD-P003,P003,内容种草,138.33,397.99,384
2026-04-28,AD-P004,P004,搜索,163.61,489.89,294
2026-04-28,AD-P005,P005,内容种草,210.48,625.48,183
2026-04-28,AD-P006,P006,信息流,203.42,412.73,214
2026-04-28,AD-P007,P007,搜索,244.59,732.22,311
2026-04-28,AD-P008,P008,内容种草,270.64,443.82,282
2026-04-29,AD-P001,P001,信息流,112.29,334.92,367
2026-04-29,AD-P002,P002,信息流,146.14,409.42,426
2026-04-29,AD-P003,P003,搜索,170.21,483.91,482
2026-04-29,AD-P004,P004,搜索,156.54,311.77,358
2026-04-29,AD-P005,P005,搜索,198.98,515.5,390
2026-04-29,AD-P006,P006,搜索,236.99,701.46,400
2026-04-29,AD-P007,P007,内容种草,220.14,604.89,214
2026-04-29,AD-P008,P008,信息流,242.64,742.06,355
2026-04-30,AD-P001,P001,搜索,110.46,295.0,412
2026-04-30,AD-P002,P002,信息流,163.39,312.61,483
2026-04-30,AD-P003,P003,内容种草,182.11,433.27,624
2026-04-30,AD-P004,P004,搜索,181.37,475.1,451
2026-04-30,AD-P005,P005,信息流,178.33,509.24,314
2026-04-30,AD-P006,P006,内容种草,224.86,433.02,157
2026-04-30,AD-P007,P007,信息流,227.19,559.12,260
2026-04-30,AD-P008,P008,内容种草,248.35,367.02,324
2026-05-01,AD-P001,P001,搜索,106.93,300.91,635
2026-05-01,AD-P002,P002,搜索,118.8,293.0,627
2026-05-01,AD-P003,P003,搜索,143.79,438.43,419
2026-05-01,AD-P004,P004,搜索,191.47,421.5,382
2026-05-01,AD-P005,P005,内容种草,185.42,566.36,332
2026-05-01,AD-P006,P006,信息流,223.54,689.49,364
2026-05-01,AD-P007,P007,信息流,215.59,537.97,303
2026-05-01,AD-P008,P008,内容种草,262.63,623.4,269
2026-05-02,AD-P001,P001,内容种草,126.14,302.92,398
2026-05-02,AD-P002,P002,内容种草,119.53,275.33,716
2026-05-02,AD-P003,P003,信息流,154.8,299.48,571
2026-05-02,AD-P004,P004,信息流,185.2,420.99,321
2026-05-02,AD-P005,P005,搜索,173.02,410.08,338
2026-05-02,AD-P006,P006,内容种草,229.48,463.4,287
2026-05-02,AD-P007,P007,搜索,219.31,536.35,349
2026-05-02,AD-P008,P008,内容种草,228.04,468.31,349
2026-05-03,AD-P001,P001,搜索,103.37,249.83,430
2026-05-03,AD-P002,P002,信息流,150.17,297.83,493
2026-05-03,AD-P003,P003,搜索,147.46,318.31,411
2026-05-03,AD-P004,P004,信息流,163.54,431.94,250
2026-05-03,AD-P005,P005,内容种草,192.2,564.4,636
2026-05-03,AD-P006,P006,信息流,239.91,572.02,439
2026-05-03,AD-P007,P007,信息流,253.72,685.39,401
2026-05-03,AD-P008,P008,内容种草,253.98,655.24,213
2026-05-04,AD-P001,P001,搜索,140.84,408.43,494
2026-05-04,AD-P002,P002,搜索,125.92,348.6,422
2026-05-04,AD-P003,P003,搜索,170.23,462.93,351
2026-05-04,AD-P004,P004,搜索,156.34,398.63,235
2026-05-04,AD-P005,P005,内容种草,194.58,471.65,513
2026-05-04,AD-P006,P006,搜索,222.72,535.92,305
2026-05-04,AD-P007,P007,搜索,210.62,478.33,228
2026-05-04,AD-P008,P008,搜索,262.32,474.37,160
2026-05-05,AD-P001,P001,内容种草,105.56,275.79,496
2026-05-05,AD-P002,P002,搜索,127.33,334.39,477
2026-05-05,AD-P003,P003,搜索,169.04,376.82,417
2026-05-05,AD-P004,P004,搜索,203.81,458.53,274
2026-05-05,AD-P005,P005,搜索,200.58,382.67,214
2026-05-05,AD-P006,P006,搜索,214.61,637.07,239
2026-05-05,AD-P007,P007,内容种草,243.1,628.99,218
2026-05-05,AD-P008,P008,内容种草,251.6,439.93,227
2026-05-06,AD-P001,P001,搜索,132.46,363.26,306
2026-05-06,AD-P002,P002,内容种草,164.38,393.65,451
2026-05-06,AD-P003,P003,信息流,147.2,330.89,300
2026-05-06,AD-P004,P004,搜索,179.3,390.64,231
2026-05-06,AD-P005,P005,信息流,208.93,538.4,299
2026-05-06,AD-P006,P006,搜索,235.82,494.1,422
2026-05-06,AD-P007,P007,信息流,226.82,643.98,261
2026-05-06,AD-P008,P008,信息流,251.26,534.84,266
2026-05-07,AD-P001,P001,内容种草,123.13,278.6,375
2026-05-07,AD-P002,P002,内容种草,165.96,435.25,588
2026-05-07,AD-P003,P003,内容种草,180.3,380.44,363
2026-05-07,AD-P004,P004,信息流,166.06,483.11,251
2026-05-07,AD-P005,P005,内容种草,175.87,411.99,273
2026-05-07,AD-P006,P006,内容种草,237.59,482.83,256
2026-05-07,AD-P007,P007,内容种草,230.67,508.85,282
2026-05-07,AD-P008,P008,搜索,241.01,429.57,233
2026-05-08,AD-P001,P001,搜索,136.59,397.9,412
2026-05-08,AD-P002,P002,信息流,144.16,364.46,460
2026-05-08,AD-P003,P003,内容种草,155.7,480.04,541
2026-05-08,AD-P004,P004,搜索,197.34,580.16,505
2026-05-08,AD-P005,P005,信息流,183.83,376.14,529
2026-05-08,AD-P006,P006,搜索,203.56,539.15,325
2026-05-08,AD-P007,P007,搜索,239.98,684.16,242
2026-05-08,AD-P008,P008,信息流,273.87,479.81,175
2026-05-09,AD-P001,P001,搜索,141.76,424.84,602
2026-05-09,AD-P002,P002,信息流,135.38,332.08,443
2026-05-09,AD-P003,P003,内容种草,153.58,315.33,679
2026-05-09,AD-P004,P004,搜索,196.66,547.83,611
2026-05-09,AD-P005,P005,内容种草,173.9,519.71,293
2026-05-09,AD-P006,P006,内容种草,195.92,470.78,297
2026-05-09,AD-P007,P007,信息流,242.12,637.64,195
2026-05-09,AD-P008,P008,信息流,266.83,590.11,245
2026-05-10,AD-P001,P001,内容种草,143.56,300.04,520
2026-05-10,AD-P002,P002,信息流,119.92,234.66,571
2026-05-10,AD-P003,P003,搜索,143.98,347.93,444
2026-05-10,AD-P004,P004,搜索,174.37,426.13,459
2026-05-10,AD-P005,P005,搜索,206.95,598.4,667
2026-05-10,AD-P006,P006,信息流,200.92,604.25,421
2026-05-10,AD-P007,P007,内容种草,236.19,556.12,242
2026-05-10,AD-P008,P008,信息流,270.26,463.16,242
2026-05-11,AD-P001,P001,信息流,127.62,341.61,240
2026-05-11,AD-P002,P002,搜索,134.78,289.13,353
2026-05-11,AD-P003,P003,搜索,159.31,389.77,249
2026-05-11,AD-P004,P004,内容种草,203.08,583.5,421
2026-05-11,AD-P005,P005,搜索,173.74,400.11,312
2026-05-11,AD-P006,P006,搜索,229.43,681.01,265
2026-05-11,AD-P007,P007,搜索,213.48,534.73,259
2026-05-11,AD-P008,P008,信息流,239.41,692.85,328
2026-05-12,AD-P001,P001,搜索,129.78,307.93,290
2026-05-12,AD-P002,P002,信息流,120.45,368.02,511
2026-05-12,AD-P003,P003,信息流,146.08,440.71,408
2026-05-12,AD-P004,P004,搜索,162.95,466.44,238
2026-05-12,AD-P005,P005,内容种草,216.35,655.87,308
2026-05-12,AD-P006,P006,内容种草,195.57,507.06,236
2026-05-12,AD-P007,P007,搜索,253.52,497.27,383
2026-05-12,AD-P008,P008,内容种草,226.99,662.75,194
2026-05-13,AD-P001,P001,搜索,106.89,231.75,498
2026-05-13,AD-P002,P002,搜索,155.8,399.32,323
2026-05-13,AD-P003,P003,内容种草,142.47,328.51,299
2026-05-13,AD-P004,P004,信息流,184.32,433.0,396
2026-05-13,AD-P005,P005,搜索,192.12,549.12,231
2026-05-13,AD-P006,P006,内容种草,190.18,509.03,378
2026-05-13,AD-P007,P007,搜索,210.16,549.21,255
2026-05-13,AD-P008,P008,内容种草,245.33,529.33,346
2026-05-14,AD-P001,P001,搜索,139.22,341.05,521
2026-05-14,AD-P002,P002,搜索,122.1,307.31,455
2026-05-14,AD-P003,P003,内容种草,153.94,367.31,343
2026-05-14,AD-P004,P004,内容种草,170.69,415.2,560
2026-05-14,AD-P005,P005,搜索,176.07,470.84,437
2026-05-14,AD-P006,P006,信息流,234.46,628.07,403
2026-05-14,AD-P007,P007,信息流,220.48,660.78,174
2026-05-14,AD-P008,P008,搜索,253.34,544.0,218
2026-05-15,AD-P001,P001,内容种草,132.68,390.22,637
2026-05-15,AD-P002,P002,搜索,163.84,333.14,485
2026-05-15,AD-P003,P003,信息流,173.24,351.36,546
2026-05-15,AD-P004,P004,内容种草,196.71,532.87,296
2026-05-15,AD-P005,P005,内容种草,212.72,579.85,265
2026-05-15,AD-P006,P006,搜索,230.69,571.68,431
2026-05-15,AD-P007,P007,信息流,220.07,427.45,257
2026-05-15,AD-P008,P008,搜索,264.42,360.4,325
2026-05-16,AD-P001,P001,搜索,118.64,244.39,494
2026-05-16,AD-P002,P002,内容种草,133.45,379.44,316
2026-05-16,AD-P003,P003,信息流,164.59,348.04,374
2026-05-16,AD-P004,P004,搜索,156.06,302.94,346
2026-05-16,AD-P005,P005,搜索,195.57,449.61,323
2026-05-16,AD-P006,P006,信息流,199.1,506.31,259
2026-05-16,AD-P007,P007,搜索,253.24,580.97,246
2026-05-16,AD-P008,P008,内容种草,241.43,642.08,239
2026-05-17,AD-P001,P001,内容种草,118.06,267.96,471
2026-05-17,AD-P002,P002,信息流,154.54,368.81,776
2026-05-17,AD-P003,P003,信息流,152.42,309.46,511
2026-05-17,AD-P004,P004,搜索,155.22,385.39,359
2026-05-17,AD-P005,P005,信息流,205.7,405.88,294
2026-05-17,AD-P006,P006,搜索,213.29,644.11,231
2026-05-17,AD-P007,P007,信息流,208.28,463.4,390
2026-05-17,AD-P008,P008,内容种草,269.04,694.3,132
2026-05-18,AD-P001,P001,信息流,121.29,365.8,473
2026-05-18,AD-P002,P002,信息流,128.13,372.05,563
2026-05-18,AD-P003,P003,内容种草,171.83,349.31,217
2026-05-18,AD-P004,P004,信息流,181.0,485.09,288
2026-05-18,AD-P005,P005,内容种草,200.05,391.6,441
2026-05-18,AD-P006,P006,搜索,236.34,652.43,387
2026-05-18,AD-P007,P007,信息流,209.04,527.3,189
2026-05-18,AD-P008,P008,信息流,272.2,463.71,163
2026-05-19,AD-P001,P001,信息流,148.75,409.13,352
2026-05-19,AD-P002,P002,内容种草,163.73,320.41,678
2026-05-19,AD-P003,P003,信息流,167.98,388.04,348
2026-05-19,AD-P004,P004,内容种草,182.78,531.51,240
2026-05-19,AD-P005,P005,搜索,178.48,512.14,424
2026-05-19,AD-P006,P006,信息流,228.66,632.53,252
2026-05-19,AD-P007,P007,信息流,242.23,730.56,414
2026-05-19,AD-P008,P008,信息流,238.44,579.86,334
2026-05-20,AD-P001,P001,搜索,149.11,434.87,490
2026-05-20,AD-P002,P002,内容种草,133.33,350.1,623
2026-05-20,AD-P003,P003,搜索,136.29,270.76,381
2026-05-20,AD-P004,P004,搜索,166.2,321.05,375
2026-05-20,AD-P005,P005,内容种草,173.22,397.19,322
2026-05-20,AD-P006,P006,搜索,216.23,577.69,151
2026-05-20,AD-P007,P007,信息流,211.98,558.37,254
2026-05-20,AD-P008,P008,搜索,264.99,572.24,204
2026-05-21,AD-P001,P001,内容种草,100.05,282.01,555
2026-05-21,AD-P002,P002,信息流,123.68,284.46,370
2026-05-21,AD-P003,P003,信息流,170.32,524.37,402
2026-05-21,AD-P004,P004,信息流,199.12,577.17,396
2026-05-21,AD-P005,P005,信息流,197.73,402.86,576
2026-05-21,AD-P006,P006,信息流,232.87,685.97,377
2026-05-21,AD-P007,P007,内容种草,218.59,545.94,270
2026-05-21,AD-P008,P008,信息流,250.39,353.95,224
2026-05-22,AD-P001,P001,搜索,149.18,332.8,435
2026-05-22,AD-P002,P002,搜索,119.07,280.87,367
2026-05-22,AD-P003,P003,内容种草,139.47,309.01,377
2026-05-22,AD-P004,P004,信息流,195.07,527.34,314
2026-05-22,AD-P005,P005,信息流,184.24,375.05,569
2026-05-22,AD-P006,P006,内容种草,213.69,472.18,392
2026-05-22,AD-P007,P007,内容种草,255.72,574.87,235
2026-05-22,AD-P008,P008,内容种草,232.85,540.48,300
2026-05-23,AD-P001,P001,搜索,118.06,351.9,528
2026-05-23,AD-P002,P002,搜索,158.22,480.96,367
2026-05-23,AD-P003,P003,内容种草,183.35,443.01,571
2026-05-23,AD-P004,P004,搜索,184.1,450.34,263
2026-05-23,AD-P005,P005,搜索,202.24,563.96,407
2026-05-23,AD-P006,P006,搜索,234.72,471.35,323
2026-05-23,AD-P007,P007,内容种草,212.85,595.47,311
2026-05-23,AD-P008,P008,信息流,255.25,664.08,242
2026-05-24,AD-P001,P001,信息流,140.41,343.47,512
2026-05-24,AD-P002,P002,搜索,154.22,329.96,470
2026-05-24,AD-P003,P003,内容种草,145.63,358.22,352
2026-05-24,AD-P004,P004,搜索,203.6,538.75,331
2026-05-24,AD-P005,P005,搜索,208.15,537.22,429
2026-05-24,AD-P006,P006,内容种草,212.91,625.95,439
2026-05-24,AD-P007,P007,内容种草,251.71,681.51,202
2026-05-24,AD-P008,P008,信息流,238.37,413.78,135
2026-05-25,AD-P001,P001,信息流,129.13,270.13,385
2026-05-25,AD-P002,P002,信息流,157.59,377.98,490
2026-05-25,AD-P003,P003,搜索,153.65,403.76,368
2026-05-25,AD-P004,P004,搜索,165.7,463.58,410
2026-05-25,AD-P005,P005,搜索,207.47,453.53,336
2026-05-25,AD-P006,P006,信息流,218.94,505.44,369
2026-05-25,AD-P007,P007,内容种草,225.03,430.82,409
2026-05-25,AD-P008,P008,内容种草,250.27,525.16,288
2026-05-26,AD-P001,P001,搜索,134.3,339.49,265
2026-05-26,AD-P002,P002,搜索,139.79,276.41,510
2026-05-26,AD-P003,P003,内容种草,144.37,311.46,440
2026-05-26,AD-P004,P004,内容种草,182.41,518.83,276
2026-05-26,AD-P005,P005,搜索,191.22,516.91,480
2026-05-26,AD-P006,P006,信息流,203.48,475.68,269
2026-05-26,AD-P007,P007,内容种草,208.61,522.5,255
2026-05-26,AD-P008,P008,信息流,272.24,425.71,247
2026-05-27,AD-P001,P001,搜索,104.91,262.5,465
2026-05-27,AD-P002,P002,搜索,166.39,386.1,382
2026-05-27,AD-P003,P003,搜索,143.74,337.63,490
2026-05-27,AD-P004,P004,信息流,179.7,433.83,459
2026-05-27,AD-P005,P005,信息流,200.96,587.08,530
2026-05-27,AD-P006,P006,信息流,205.36,427.66,338
2026-05-27,AD-P007,P007,搜索,253.35,626.42,281
2026-05-27,AD-P008,P008,搜索,273.38,688.96,253
2026-05-28,AD-P001,P001,搜索,122.63,358.75,482
2026-05-28,AD-P002,P002,信息流,140.46,329.65,515
2026-05-28,AD-P003,P003,内容种草,145.47,356.2,633
2026-05-28,AD-P004,P004,内容种草,155.57,318.11,507
2026-05-28,AD-P005,P005,信息流,175.68,406.42,273
2026-05-28,AD-P006,P006,信息流,223.58,609.02,418
2026-05-28,AD-P007,P007,内容种草,238.46,688.64,173
2026-05-28,AD-P008,P008,信息流,260.69,425.94,159
2026-05-29,AD-P001,P001,内容种草,136.67,324.11,580
2026-05-29,AD-P002,P002,信息流,119.17,358.44,713
2026-05-29,AD-P003,P003,搜索,166.39,363.63,233
2026-05-29,AD-P004,P004,搜索,168.3,358.21,548
2026-05-29,AD-P005,P005,内容种草,195.83,481.3,275
2026-05-29,AD-P006,P006,内容种草,210.98,556.18,401
2026-05-29,AD-P007,P007,搜索,256.16,613.86,284
2026-05-29,AD-P008,P008,内容种草,270.04,537.09,329
2026-05-30,AD-P001,P001,内容种草,126.68,341.52,814
2026-05-30,AD-P002,P002,信息流,150.26,368.71,676
2026-05-30,AD-P003,P003,信息流,185.2,390.33,738
2026-05-30,AD-P004,P004,搜索,173.15,444.98,492
2026-05-30,AD-P005,P005,内容种草,177.92,432.82,403
2026-05-30,AD-P006,P006,信息流,235.97,564.01,241
2026-05-30,AD-P007,P007,搜索,256.36,579.37,384
2026-05-30,AD-P008,P008,信息流,264.14,715.38,238
2026-05-31,AD-P001,P001,信息流,139.19,384.45,500
2026-05-31,AD-P002,P002,搜索,129.93,297.62,445
2026-05-31,AD-P003,P003,信息流,144.11,390.16,663
2026-05-31,AD-P004,P004,内容种草,158.61,472.98,402
2026-05-31,AD-P005,P005,信息流,201.96,562.8,616
2026-05-31,AD-P006,P006,内容种草,221.28,505.75,244
2026-05-31,AD-P007,P007,信息流,236.61,702.57,304
2026-05-31,AD-P008,P008,信息流,274.95,650.57,276
2026-06-01,AD-P001,P001,信息流,146.81,403.19,352
2026-06-01,AD-P002,P002,搜索,124.87,255.69,370
2026-06-01,AD-P003,P003,内容种草,141.82,402.73,271
2026-06-01,AD-P004,P004,搜索,195.93,558.66,272
2026-06-01,AD-P005,P005,信息流,191.81,581.91,288
2026-06-01,AD-P006,P006,搜索,237.35,525.48,277
2026-06-01,AD-P007,P007,内容种草,232.14,701.83,344
2026-06-01,AD-P008,P008,搜索,232.09,337.1,311
2026-06-02,AD-P001,P001,内容种草,119.26,323.22,419
2026-06-02,AD-P002,P002,搜索,163.47,358.09,518
2026-06-02,AD-P003,P003,信息流,147.37,283.03,535
2026-06-02,AD-P004,P004,信息流,157.68,409.4,422
2026-06-02,AD-P005,P005,搜索,190.67,380.34,309
2026-06-02,AD-P006,P006,信息流,233.56,629.52,353
2026-06-02,AD-P007,P007,信息流,215.79,600.26,340
2026-06-02,AD-P008,P008,信息流,256.24,532.66,243
2026-06-03,AD-P001,P001,内容种草,146.08,365.36,345
2026-06-03,AD-P002,P002,搜索,132.33,252.76,371
2026-06-03,AD-P003,P003,内容种草,172.56,339.77,417
2026-06-03,AD-P004,P004,内容种草,159.57,331.56,339
2026-06-03,AD-P005,P005,搜索,187.46,386.18,420
2026-06-03,AD-P006,P006,信息流,214.98,461.58,511
2026-06-03,AD-P007,P007,信息流,222.61,529.45,321
2026-06-03,AD-P008,P008,内容种草,229.06,530.98,241
2026-06-04,AD-P001,P001,搜索,139.66,381.27,801
2026-06-04,AD-P002,P002,搜索,125.87,282.57,300
2026-06-04,AD-P003,P003,搜索,173.47,423.74,492
2026-06-04,AD-P004,P004,内容种草,165.8,337.31,472
2026-06-04,AD-P005,P005,内容种草,188.46,580.11,573
2026-06-04,AD-P006,P006,信息流,207.15,443.85,231
2026-06-04,AD-P007,P007,内容种草,233.56,717.34,359
2026-06-04,AD-P008,P008,信息流,229.11,613.71,229
2026-06-05,AD-P001,P001,信息流,102.71,277.13,593
2026-06-05,AD-P002,P002,内容种草,143.53,291.63,289
2026-06-05,AD-P003,P003,信息流,168.03,455.45,467
2026-06-05,AD-P004,P004,内容种草,162.24,473.32,337
2026-06-05,AD-P005,P005,信息流,208.44,562.06,521
2026-06-05,AD-P006,P006,搜索,231.55,520.85,425
2026-06-05,AD-P007,P007,内容种草,215.07,599.59,250
2026-06-05,AD-P008,P008,内容种草,253.86,412.25,236
2026-06-06,AD-P001,P001,信息流,149.94,403.89,341
2026-06-06,AD-P002,P002,搜索,152.52,407.75,466
2026-06-06,AD-P003,P003,信息流,165.43,333.23,457
2026-06-06,AD-P004,P004,信息流,193.61,501.25,385
2026-06-06,AD-P005,P005,内容种草,189.23,453.39,575
2026-06-06,AD-P006,P006,搜索,232.12,643.94,288
2026-06-06,AD-P007,P007,信息流,224.79,451.8,458
2026-06-06,AD-P008,P008,搜索,242.12,462.62,397
2026-06-07,AD-P001,P001,内容种草,120.18,277.83,421
2026-06-07,AD-P002,P002,内容种草,153.46,463.34,361
2026-06-07,AD-P003,P003,内容种草,178.81,454.68,297
2026-06-07,AD-P004,P004,搜索,175.95,371.21,329
2026-06-07,AD-P005,P005,信息流,205.8,622.98,369
2026-06-07,AD-P006,P006,内容种草,230.52,507.88,351
2026-06-07,AD-P007,P007,信息流,253.73,525.96,244
2026-06-07,AD-P008,P008,信息流,244.81,459.96,162
2026-06-08,AD-P001,P001,信息流,104.02,213.51,598
2026-06-08,AD-P002,P002,搜索,145.89,373.73,425
2026-06-08,AD-P003,P003,搜索,169.42,480.73,368
2026-06-08,AD-P004,P004,内容种草,198.4,499.59,503
2026-06-08,AD-P005,P005,内容种草,176.21,366.16,198
2026-06-08,AD-P006,P006,信息流,230.68,566.3,248
2026-06-08,AD-P007,P007,内容种草,242.49,492.2,280
2026-06-08,AD-P008,P008,搜索,251.12,500.58,128
2026-06-09,AD-P001,P001,信息流,123.39,300.37,408
2026-06-09,AD-P002,P002,内容种草,167.99,510.12,678
2026-06-09,AD-P003,P003,搜索,159.44,429.52,429
2026-06-09,AD-P004,P004,搜索,193.42,377.74,357
2026-06-09,AD-P005,P005,搜索,181.24,511.13,266
2026-06-09,AD-P006,P006,内容种草,193.84,498.87,344
2026-06-09,AD-P007,P007,内容种草,236.14,467.92,356
2026-06-09,AD-P008,P008,搜索,262.77,715.43,340
2026-06-10,AD-P001,P001,内容种草,134.95,284.22,538
2026-06-10,AD-P002,P002,内容种草,145.36,433.12,729
2026-06-10,AD-P003,P003,内容种草,168.01,457.72,379
2026-06-10,AD-P004,P004,信息流,188.38,406.97,387
2026-06-10,AD-P005,P005,信息流,221.67,657.09,283
2026-06-10,AD-P006,P006,搜索,194.29,444.31,368
2026-06-10,AD-P007,P007,搜索,217.12,486.33,265
2026-06-10,AD-P008,P008,内容种草,262.58,623.3,226
2026-06-11,AD-P001,P001,信息流,123.43,333.53,546
2026-06-11,AD-P002,P002,搜索,122.24,300.12,534
2026-06-11,AD-P003,P003,内容种草,152.53,330.23,576
2026-06-11,AD-P004,P004,搜索,197.83,427.96,352
2026-06-11,AD-P005,P005,搜索,197.48,538.26,504
2026-06-11,AD-P006,P006,信息流,192.49,565.76,315
2026-06-11,AD-P007,P007,内容种草,210.76,622.76,399
2026-06-11,AD-P008,P008,搜索,249.45,506.54,333
2026-06-12,AD-P001,P001,内容种草,137.14,269.33,715
2026-06-12,AD-P002,P002,内容种草,141.43,364.86,471
2026-06-12,AD-P003,P003,搜索,174.13,485.03,263
2026-06-12,AD-P004,P004,信息流,188.87,423.05,286
2026-06-12,AD-P005,P005,内容种草,191.41,580.15,405
2026-06-12,AD-P006,P006,信息流,227.39,536.39,297
2026-06-12,AD-P007,P007,搜索,237.36,502.41,277
2026-06-12,AD-P008,P008,内容种草,258.42,786.52,218
2026-06-13,AD-P001,P001,内容种草,134.53,311.94,713
2026-06-13,AD-P002,P002,内容种草,121.61,312.43,829
2026-06-13,AD-P003,P003,内容种草,182.71,386.79,695
